country_code,country_name,year,forest_area_sqkm,total_area_sqkm,forest_percetage,region,income_group
HRV,Croatia,2015,19220,55960.0062,230.396118147678,Europe & Central Asia,High income
HTI,Haiti,2015,970,27560.0087,23.6097784686113,Latin America & Caribbean,Low income
HUN,Hungary,2015,20690,90530.0053,153.308937230339,Europe & Central Asia,High income
IDN,Indonesia,2015,910100,1811570.0092,337.002808558087,East Asia & Pacific,Lower middle income
IMN,Isle of Man,2015,34.60000038,570.0072,40.7188299637404,Europe & Central Asia,High income
IND,India,2015,706820,2973190.0079,159.472459863032,South Asia,Lower middle income
IRL,Ireland,2015,7540.200195,68890.0114,73.4219894875493,Europe & Central Asia,High income
IRN,"Iran, Islamic Rep.",2015,106919.8047,1628759.9874,44.0352628660154,Middle East & North Africa,Upper middle income
IRQ,Iraq,2015,8250,434128.0041,12.7478127366444,Middle East & North Africa,Upper middle income
ISL,Iceland,2015,492.0000076,100249.9904,3.29215517908076,Europe & Central Asia,High income
ISR,Israel,2015,1650,21639.9939,51.1477269871134,Middle East & North Africa,High income
ITA,Italy,2015,92970,294140.0063,212.025580894264,Europe & Central Asia,High income
JAM,Jamaica,2015,3352.000122,10830.0073,207.622685705745,Latin America & Caribbean,Upper middle income
JOR,Jordan,2015,975,88779.9941,7.36697221744916,Middle East & North Africa,Upper middle income
JPN,Japan,2015,249580,364560.0084,459.240607697989,East Asia & Pacific,High income
KAZ,Kazakhstan,2015,33090,2699699.9939,8.2220628033317,Europe & Central Asia,Upper middle income
KEN,Kenya,2015,44130,569139.9903,52.0132933979846,Sub-Saharan Africa,Lower middle income
KGZ,Kyrgyz Republic,2015,6370,191799.9895,22.2787274970106,Europe & Central Asia,Lower middle income
KHM,Cambodia,2015,94570,176519.9996,359.384216200735,East Asia & Pacific,Lower middle income
KIR,Kiribati,2015,121.4999962,809.9966,100.621919216602,East Asia & Pacific,Lower middle income
KNA,St. Kitts and Nevis,2015,110,260.0101,283.793206494671,Latin America & Caribbean,High income
KOR,"Korea, Rep.",2015,61840,97444.9945,425.705708259853,East Asia & Pacific,High income
KWT,Kuwait,2015,62.5,17820.0029,2.35272829276588,Middle East & North Africa,High income
LAO,Lao PDR,2015,187614.1016,230800.0023,545.292089428614,East Asia & Pacific,Lower middle income
LBN,Lebanon,2015,1373.000031,10230.0079,90.0314212655799,Middle East & North Africa,Upper middle income
LBR,Liberia,2015,41790,96320.0021,291.041832317402,Sub-Saharan Africa,Low income
LBY,Libya,2015,2170,1759539.9913,0.827294467416178,Middle East & North Africa,Upper middle income
LCA,St. Lucia,2015,202.9999924,609.9968,223.23793321841,Latin America & Caribbean,Upper middle income
LIE,Liechtenstein,2015,69.00000095,160.0102,289.268375623988,Europe & Central Asia,High income
LKA,Sri Lanka,2015,20700,62710.0124,221.428229218465,South Asia,Lower middle income
LSO,Lesotho,2015,490,30360.0059,10.8266415060216,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,2015,21800,62650.0021,233.418316198269,Europe & Central Asia,High income
LUX,Luxembourg,2015,866.9999695,2429.9898,239.339378930848,Europe & Central Asia,High income
LVA,Latvia,2015,33560,62179.9948,362.051873314084,Europe & Central Asia,High income
MAC,"Macao SAR, China",2015,,30.4066,,East Asia & Pacific,High income
MAF,St. Martin (French part),2015,10,54.39,123.333333333333,Latin America & Caribbean,High income
MAR,Morocco,2015,56320,446299.994,84.6516238133761,Middle East & North Africa,Lower middle income
MCO,Monaco,2015,,1.9943,,Europe & Central Asia,High income
MDA,Moldova,2015,4090,32879.9982,83.4432192882541,Europe & Central Asia,Lower middle income
MDG,Madagascar,2015,124730,581799.988,143.812535279736,Sub-Saharan Africa,Low income
MDV,Maldives,2015,10,299.9997,22.360355693689,South Asia,Upper middle income
MEX,Mexico,2015,660400,1943950.0115,227.888022520789,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,2015,126.4000034,180.005,471.04461698705,East Asia & Pacific,Upper middle income
MKD,North Macedonia,2015,9980,25219.9955,265.451427221706,Europe & Central Asia,Upper middle income
MLI,Mali,2015,47150,1220189.9997,25.9211200778373,Sub-Saharan Africa,Low income
MLT,Malta,2015,3.49999994,319.9945,7.33711035580736,Middle East & North Africa,High income
MMR,Myanmar,2015,290410,653079.9996,298.294132754513,East Asia & Pacific,Lower middle income
MNE,Montenegro,2015,8270,13449.9995,412.460885221594,Europe & Central Asia,Upper middle income
MNG,Mongolia,2015,125527.998,1553560.0108,54.2015987493259,East Asia & Pacific,Lower middle income
MNP,Northern Mariana Islands,2015,295,460.0099,430.184111254997,East Asia & Pacific,High income
MOZ,Mozambique,2015,379400,786379.9958,323.641643174159,Sub-Saharan Africa,Low income
MRT,Mauritania,2015,2245,1030700.0053,1.46111229480557,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,2015,385.9999847,2029.9902,127.553645203118,Sub-Saharan Africa,Upper middle income
MWI,Malawi,2015,31470,94279.9886,223.911680659664,Sub-Saharan Africa,Low income
MYS,Malaysia,2015,221950,328549.9952,453.161715645035,East Asia & Pacific,Upper middle income
NAM,Namibia,2015,69190,823290.0081,56.3754490439078,Sub-Saharan Africa,Upper middle income
NCL,New Caledonia,2015,8390,18280.0128,307.882492292347,East Asia & Pacific,High income
NER,Niger,2015,11420,1266700.0024,6.04772257478919,Sub-Saharan Africa,Low income
NGA,Nigeria,2015,69930,910770.0035,51.5055866132289,Sub-Saharan Africa,Lower middle income
NIC,Nicaragua,2015,31140,120339.9988,173.583377167193,Latin America & Caribbean,Lower middle income
NLD,Netherlands,2015,3760,33689.9948,74.8663101604278,Europe & Central Asia,High income
NOR,Norway,2015,121120,365122.9967,222.523664448222,Europe & Central Asia,High income
NPL,Nepal,2015,36360,143349.9991,170.147553213344,South Asia,Low income
NRU,Nauru,2015,,19.9948,,East Asia & Pacific,Upper middle income
NZL,New Zealand,2015,101520,263309.9931,258.632915516187,East Asia & Pacific,High income
OMN,Oman,2015,20,309500.0013,0.0433479804318178,Middle East & North Africa,High income
PAK,Pakistan,2015,14720,770880.0113,12.8091571389276,South Asia,Lower middle income
PAN,Panama,2015,46170,74339.993,416.616903636243,Latin America & Caribbean,High income
PER,Peru,2015,739730,1279999.9891,387.670535566882,Latin America & Caribbean,Upper middle income
PHL,Philippines,2015,80400,298169.9945,180.880454086067,East Asia & Pacific,Lower middle income
PLW,Palau,2015,402.9999924,460.0099,587.675232428354,East Asia & Pacific,High income
PNG,Papua New Guinea,2015,335590,452859.9978,497.100934049424,East Asia & Pacific,Lower middle income
POL,Poland,2015,94350,306190.0072,206.704732394023,Europe & Central Asia,High income
PRI,Puerto Rico,2015,4959.500122,8869.9989,375.071329133854,Latin America & Caribbean,High income
PRK,"Korea, Dem. People’s Rep.",2015,50310,120410.0065,280.279455844062,East Asia & Pacific,Low income
PRT,Portugal,2015,31820,91605.6064,233.011657679502,Europe & Central Asia,High income
PRY,Paraguay,2015,153230,397299.9912,258.716885418345,Latin America & Caribbean,Upper middle income
PSE,West Bank and Gaza,2015,91.70000076,6019.9888,10.2181714208198,Middle East & North Africa,Lower middle income
PYF,French Polynesia,2015,1550,3660.0067,284.085682138232,East Asia & Pacific,High income
QAT,Qatar,2015,,11610.0117,,Middle East & North Africa,High income
ROU,Romania,2015,68610,230080.0082,200.035954710123,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2015,8149305,16376869.9997,333.802203177417,Europe & Central Asia,Upper middle income
RWA,Rwanda,2015,4800,24670.009,130.518314768349,Sub-Saharan Africa,Low income
SAU,Saudi Arabia,2015,9770,2149690.0026,3.04872502178143,Middle East & North Africa,High income
SDN,Sudan,2015,192099.3945,,,Sub-Saharan Africa,Lower middle income
SEN,Senegal,2015,82730,192530.0069,288.246555399672,Sub-Saharan Africa,Low income
SGP,Singapore,2015,163.5000038,709.0125,154.690414554155,East Asia & Pacific,High income
SLB,Solomon Islands,2015,21850,27990.0005,523.658386501279,East Asia & Pacific,Lower middle income
SLE,Sierra Leone,2015,30440,72180.0107,282.896278373647,Sub-Saharan Africa,Low income
SLV,El Salvador,2015,2650,20720,85.79375,Latin America & Caribbean,Lower middle income
SMR,San Marino,2015,,60.0103,,Europe & Central Asia,High income
SOM,Somalia,2015,63630,627340.0098,68.0390850786128,Sub-Saharan Africa,Low income
SRB,Serbia,2015,27200,87460.0006,208.621448374424,Europe & Central Asia,Upper middle income
SSD,South Sudan,2015,71570,,,Sub-Saharan Africa,Low income
STP,Sao Tome and Principe,2015,535.9999847,960.0094,374.531905350726,Sub-Saharan Africa,Lower middle income
SUR,Suriname,2015,153320,155999.9994,659.285830740843,Latin America & Caribbean,Upper middle income
SVK,Slovak Republic,2015,19400,48082.0032,270.656651842659,Europe & Central Asia,High income
SVN,Slovenia,2015,12480,20142.6113,415.621821585764,Europe & Central Asia,High income
SWE,Sweden,2015,280730,407310.0045,462.341924380598,Europe & Central Asia,High income
SWZ,Eswatini,2015,5860,17200.0087,228.543291376358,Sub-Saharan Africa,Lower middle income
SXM,Sint Maarten (Dutch part),2015,,34.0067,,Latin America & Caribbean,High income
SYC,Seychelles,2015,406.6999817,460.0099,593.070746356061,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic,2015,4910,183629.9899,17.9364879440098,Middle East & North Africa,Low income
TCA,Turks and Caicos Islands,2015,344.0000153,950.012,242.900774162214,Latin America & Caribbean,High income
TCD,Chad,2015,48750,1259200.0099,25.9704473021701,Sub-Saharan Africa,Low income
TGO,Togo,2015,1880,54390,23.1866666666667,Sub-Saharan Africa,Low income
THA,Thailand,2015,163990,510890.0097,215.322534814483,East Asia & Pacific,Upper middle income
TJK,Tajikistan,2015,4120,138789.9933,19.9130869184933,Europe & Central Asia,Low income
TKM,Turkmenistan,2015,41270,469929.9885,58.9116025311928,Europe & Central Asia,Upper middle income
TLS,Timor-Leste,2015,6860,14869.9929,309.465958117572,East Asia & Pacific,Lower middle income
TON,Tonga,2015,90,719.9941,83.8519371200403,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,2015,2344.799957,5129.9871,306.61193264115,Latin America & Caribbean,High income
TUN,Tunisia,2015,10410,155360.0104,44.9480666358143,Middle East & North Africa,Lower middle income
TUR,Turkey,2015,117150,769629.9996,102.108014943341,Europe & Central Asia,Upper middle income
TUV,Tuvalu,2015,10,29.9922,223.661485319516,East Asia & Pacific,Upper middle income
TZA,Tanzania,2015,460600,885799.9948,348.809085362167,Sub-Saharan Africa,Low income
UGA,Uganda,2015,20770,200520.0015,69.4829622769577,Sub-Saharan Africa,Low income
UKR,Ukraine,2015,96570,579289.9931,111.826757706166,Europe & Central Asia,Lower middle income
URY,Uruguay,2015,18450,175020.0011,70.7144579031773,Latin America & Caribbean,High income
USA,United States,2015,3100950,9147419.9901,227.402729048331,North America,High income
UZB,Uzbekistan,2015,32198.99902,425399.989,50.7743561145372,Europe & Central Asia,Lower middle income
VCT,St. Vincent and the Grenadines,2015,270,390.0022,464.40430336034,Latin America & Caribbean,Upper middle income
VEN,"Venezuela, RB",2015,466830,882050.0115,355.030018952616,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,2015,36.19999886,150.0128,161.874994902279,Latin America & Caribbean,High income
VIR,Virgin Islands (U.S.),2015,176.0000038,350.0126,337.309464142371,Latin America & Caribbean,High income
VNM,Vietnam,2015,147730,310070.0085,319.601246761665,East Asia & Pacific,Lower middle income
VUT,Vanuatu,2015,4400,12189.9904,242.13013326081,East Asia & Pacific,Lower middle income
WLD,World,2015,39991324.6,127344421.2957,210.661607175028,World,NULL
WSM,Samoa,2015,1710,2829.9894,405.331942232716,East Asia & Pacific,Upper middle income
XKX,Kosovo,2015,,10886.9873,,Europe & Central Asia,Lower middle income
YEM,"Yemen, Rep.",2015,5490,527969.9978,6.97529578450603,Middle East & North Africa,Low income
ZAF,South Africa,2015,92410,1213090.0068,51.1005380907569,Sub-Saharan Africa,Upper middle income
ZMB,Zambia,2015,486350,743390.0103,438.865789127756,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,2015,140620,386849.9887,243.839485473404,Sub-Saharan Africa,Low income
ABW,Aruba,2014,4.199999869,180.005,15.651798072964,Latin America & Caribbean,High income
AFG,Afghanistan,2014,13500,652860.005,13.8711744181664,South Asia,Low income
AGO,Angola,2014,579808.0078,1246699.9965,311.976426409108,Sub-Saharan Africa,Lower middle income
ALB,Albania,2014,7724.60022,27399.9985,189.114575082119,Europe & Central Asia,Upper middle income
AND,Andorra,2014,160,470.0073,228.357304237615,Europe & Central Asia,High income
ARE,United Arab Emirates,2014,3215.400085,71020.0015,30.370634827695,Middle East & North Africa,High income
ARG,Argentina,2014,274088.0078,2736690.0113,67.1837057734497,Latin America & Caribbean,High income
ARM,Armenia,2014,3317.999878,28470.0052,78.1786825301029,Europe & Central Asia,Upper middle income
ASM,American Samoa,2014,175.7999992,199.9998,589.642576959337,East Asia & Pacific,Upper middle income
ATG,Antigua and Barbuda,2014,98.00000191,439.9892,149.411352099659,Latin America & Caribbean,High income
AUS,Australia,2014,1244430,7682300.01,108.662260939221,East Asia & Pacific,High income
AUT,Austria,2014,38671.99951,82522.9944,314.355582706571,Europe & Central Asia,High income
AZE,Azerbaijan,2014,11131.80054,82663.0098,90.3345176797252,Europe & Central Asia,Upper middle income
BDI,Burundi,2014,2713.999939,25680.0054,70.894778670124,Sub-Saharan Africa,Low income
BEL,Belgium,2014,6829.60022,30280.0008,151.300000083824,Europe & Central Asia,High income
BEN,Benin,2014,43610,112760.0012,259.436181169533,Sub-Saharan Africa,Low income
BFA,Burkina Faso,2014,54097.99805,273600.0113,132.636975778957,Sub-Saharan Africa,Low income
BGD,Bangladesh,2014,14315.99976,130170.0071,73.7751807267559,South Asia,Lower middle income
BGR,Bulgaria,2014,38058.00049,108560.0054,235.166599473077,Europe & Central Asia,Upper middle income
BHR,Bahrain,2014,5.899999738,770.9912,5.13336445895593,Middle East & North Africa,High income
BHS,"Bahamas, The",2014,5150,10009.9874,345.122462391911,Latin America & Caribbean,High income
BIH,Bosnia and Herzegovina,2014,21850,51200.0006,286.273404848359,Europe & Central Asia,Upper middle income
BLR,Belarus,2014,86135.99609,202973.0164,284.672753856423,Europe & Central Asia,Upper middle income
BLZ,Belize,2014,13713.19946,22810.0005,403.2858890013,Latin America & Caribbean,Upper middle income
BMU,Bermuda,2014,10,54.0015,124.220623501199,North America,High income
BOL,Bolivia,2014,550530,1083300.0045,340.903745745346,Latin America & Caribbean,Lower middle income
BRA,Brazil,2014,4945220,8358139.9972,396.894886818276,Latin America & Caribbean,Upper middle income
BRB,Barbados,2014,63.00000191,429.9918,98.2833423364052,Latin America & Caribbean,High income
BRN,Brunei Darussalam,2014,3800,5270.0025,483.695785723062,East Asia & Pacific,High income
BTN,Bhutan,2014,27450.1001,38117.0041,483.086278233525,South Asia,Lower middle income
BWA,Botswana,2014,109422.002,566729.9953,129.517360595613,Sub-Saharan Africa,Upper middle income
CAF,Central African Republic,2014,221855.9961,622980.0038,238.88924176709,Sub-Saharan Africa,Low income
CAN,Canada,2014,3471155.938,9093509.9948,256.060213943933,North America,High income
CHE,Switzerland,2014,12501.99951,39515.9926,212.22967562007,Europe & Central Asia,High income
CHI,Channel Islands,2014,8.000000119,198.0055,27.1026818943231,Europe & Central Asia,High income
CHL,Chile,2014,174341.9922,743532.02,157.290269473105,Latin America & Caribbean,High income
CHN,China,2014,2067790.938,9388211.2541,147.748575482258,East Asia & Pacific,Upper middle income
CIV,Cote d'Ivoire,2014,104014.0039,317999.9928,219.413948226225,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,2014,190360,472709.9909,270.134742354141,Sub-Saharan Africa,Lower middle income
COD,"Congo, Dem. Rep.",2014,1528894.063,2267049.9992,452.392945353188,Sub-Saharan Africa,Low income
COG,"Congo, Rep.",2014,223494.0039,341499.9952,439.010292425793,Sub-Saharan Africa,Lower middle income
COL,Colombia,2014,585284.6094,1109500.0042,353.866396886323,Latin America & Caribbean,Upper middle income
COM,Comoros,2014,374.0000153,1860.9927,134.811356467649,Sub-Saharan Africa,Low income
CPV,Cabo Verde,2014,889.4000244,4029.9882,148.044709006285,Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,2014,27258.00049,51060.0111,358.106841631629,Latin America & Caribbean,Upper middle income
CUB,Cuba,2014,31463.99902,104019.9944,202.906809448994,Latin America & Caribbean,Upper middle income
CUW,Curacao,2014,,444.0037,,Latin America & Caribbean,High income
CYM,Cayman Islands,2014,126.9999981,239.9894,354.985964902871,Latin America & Caribbean,High income
CYP,Cyprus,2014,1727.299957,9240.0063,125.399274257548,Europe & Central Asia,High income
CZE,Czech Republic,2014,26650,77219.9953,231.508515774282,Europe & Central Asia,High income
